exercise_name,base_name,main_muscle_clean,muscle_category,equipment_clean,difficulty_level,is_compound,is_priority,is_variation,target_muscles_list,synergist_muscles_list,secondary_muscles_list,stabilizer_muscles_list,execution,preparation
Lateral Raise,lateral raise,shoulders,push,dumbbell,beginner,False,False,False,['lateral deltoid'],"['deltoid', 'anterior', 'supraspinatus', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations']","['lateral deltoid', 'supraspinatus']","['trapezius', 'upper', 'levator scapulae', 'wrist extensors']",Raise upper arms to sides until slightly bent elbows are shoulder height while maintaining elbows' height above or equal to wrists. Lower and repeat.,Grasp dumbbells in front of thighs with elbows slightly bent. Bend over slightly with hips and knees bent slightly.
Upright Row,upright row,shoulders,push,dumbbell,intermediate,True,False,False,['lateral deltoid'],"['deltoid', 'anterior', 'supraspinatus', 'brachialis', 'brachioradialis', 'biceps brachii', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations', 'infraspinatus', 'teres minor']","['lateral deltoid', 'upper trapezius']","['trapezius', 'upper', 'levator scapulae']",Pull dumbbells to front of shoulder with elbows leading out to sides. Allow wrists to flex as dumbbells rise upward. Lower and repeat.,Grasp dumbbells and stand with palms facing front of thighs.
Upright Row:  One Arm,upright row,shoulders,push,dumbbell,intermediate,True,False,True,['lateral deltoid'],"['deltoid', 'anterior', 'supraspinatus', 'brachialis', 'brachioradialis', 'biceps brachii', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations', 'infraspinatus', 'teres minor']","['lateral deltoid', 'upper trapezius']","['trapezius', 'upper', 'levator scapulae']",Pull dumbbell to front of shoulder with elbow leading. Allow wrist to flex as dumbbell rises upward. Lower and repeat. Continue with opposite arm.,Grasp dumbbells with palms facing front of thighs. Position other hand for support.
Lateral Raise,lateral raise,shoulders,push,machine,beginner,False,False,False,['lateral deltoid'],"['deltoid', 'anterior', 'supraspinatus', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations']","['lateral deltoid', 'supraspinatus']","['trapezius', 'upper', 'levator scapulae']",Raise arms to sides until upper arms are horizontal. Return and repeat.,Sit in machine. Situate bent arms between padded lever and sides of body.
Lateral Raise,lateral raise,shoulders,push,machine,beginner,False,False,False,['lateral deltoid'],"['deltoid', 'anterior', 'supraspinatus', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations']","['lateral deltoid', 'supraspinatus']","['trapezius', 'upper', 'levator scapulae']",Raise arms to sides until upper arms are horizontal. Return and repeat.,Sit in machine. Situate bent arms between padded lever and sides of body. Grasp handles if available.
Lateral Raise:  other machine,lateral raise,shoulders,push,machine,beginner,False,False,True,['lateral deltoid'],"['deltoid', 'anterior', 'supraspinatus', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations']","['lateral deltoid', 'supraspinatus']","['trapezius', 'upper', 'levator scapulae']",Raise arms to sides until upper arms are horizontal. Return and repeat.,Sit in machine. Situate bent arms between padded lever and sides of body. Grasp handles if available.
Upright Row​​​​​​​,upright row​​​​​​​,shoulders,push,smith machine,intermediate,True,False,False,['lateral deltoid'],"['deltoid', 'anterior', 'supraspinatus', 'brachialis', 'brachioradialis', 'biceps brachii', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations', 'infraspinatus', 'teres minor']","['lateral deltoid', 'upper trapezius']","['trapezius', 'upper', 'levator scapulae']",Pull bar to neck with elbows leading. Allow wrists to flex as bar rises. Lower and repeat.,Stand behind bar mid-thigh height. Grasp bar with shoulder width or slightly narrower overhand grip. Disengage bar by rotating bar back and stand upright.
Y Raise,y raise,shoulders,push,suspension trainer,intermediate,False,False,False,['lateral deltoid'],"['deltoid', 'anterior', 'supraspinatus', 'trapezius', 'lower', 'trapezius', 'middle', 'serratus anterior', 'inferior digitations', 'teres minor', 'infraspinatus', 'coracobrachialis']","['posterior deltoid', 'lower trapezius']","['erector spinae', 'gluteus maximus', 'hamstrings', 'trapezius', 'upper', 'levator scapulae', 'wrist extensors']",Raise arms upward and outward in shape of a Y while keeping arms straight. Return and lower body back in opposite motion until arms are extended straight forward in original position. Repeat.,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight and palms angled inward."
Rear Delt Row,rear delt row,shoulders,push,barbell,intermediate,True,False,False,['posterior deltoid'],"['infraspinatus', 'teres minor', 'deltoid', 'lateral', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'brachialis', 'brachioradialis']","['posterior deltoid', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus', 'quadriceps']","Keeping upper arm perpendicular to torso, pull barbell up toward upper chest until upper arms are just beyond horizontal. Return and repeat.","Bend knees slightly and bend over bar with back straight, approximately horizontal. Grasp bar with wide overhand grip."
Reverse Fly,reverse fly,shoulders,push,cable,beginner,False,False,False,['posterior deltoid'],"['deltoid', 'lateral', 'infraspinatus', 'teres minor', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids']","['posterior deltoid', 'middle trapezius']","['triceps brachii', 'wrist extensors', 'erector spinae']","Pull stirrups out to sides, maintaining stiff elbow position throughout exercise. Return to original position and repeat.",Stand facing twin pulley cables positioned close together and approximately shoulder height. Grasp stirrup cable attachment in each hand. Step back away from machine so cable is taut. Stand with feet staggered. Point elbows outward with arms straight or slightly bent.
Rear Delt Row,rear delt row,shoulders,push,cable,intermediate,True,False,False,['posterior deltoid'],"['infraspinatus', 'teres minor', 'deltoid', 'lateral', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'brachialis', 'brachioradialis']","['posterior deltoid', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus']","Pull cable attachment toward upper chest, just below neck, with elbows up out to sides until elbows travel slightly behind back. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.","Sit slightly forward on bench or platform in order to grasp cable bar attachment. With elbow width overhand grip, straighten torso upright and slide hips back until knees are only   slightly bent."
Rear Delt Row:  Standing Rear Delt Row (stirrups),rear delt row,shoulders,push,cable,intermediate,True,False,True,['posterior deltoid'],"['infraspinatus', 'teres minor', 'deltoid', 'lateral', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'brachialis', 'brachioradialis']","['posterior deltoid', 'rhomboids']",['erector spinae'],"Pull stirrups out to sides, keeping elbows at shoulder height until elbows travel slightly behind back. Allow wrists to follow elbows. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.",Stand facing twin pulley cables positioned shoulder height. Grasp stirrup cable attachment in each hand. Step back with one foot so arms and shoulders are positioned straight forward with cable taut. Point elbows outward.
Rear Lateral Raise,rear lateral raise,shoulders,push,cable,beginner,False,False,False,['posterior deltoid'],"['deltoid', 'lateral', 'infraspinatus', 'teres minor', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids']","['posterior deltoid', 'middle trapezius']","['triceps brachii', 'wrist extensors', 'erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus', 'quadriceps']",Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and slight bend in elbows as arms are raised to sides. Lower and repeat.,"Stand with cable columns to each side. Grasp left stirrup with right hand and right stirrup with left hand. Bend knees and bend over at hips, so torso is approximately horizontal with back straight. Point elbows outward with arms slightly bent."
Rear Lateral Raise,rear lateral raise,shoulders,push,dumbbell,beginner,False,False,False,['posterior deltoid'],"['infraspinatus', 'teres minor', 'deltoid', 'lateral', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids']","['posterior deltoid', 'middle trapezius']","['triceps brachii', 'wrist extensors', 'erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus', 'quadriceps']","Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain height of elbows above wrists by raising ""pinkie finger"" side up. Lower and repeat.","Grasp dumbbells to each side. Bend knees and bend over through hips with back flat, close to horizontal. Position elbows with slight bend and palms facing together."
Rear Delt Row,rear delt row,shoulders,push,dumbbell,intermediate,True,False,False,['posterior deltoid'],"['infraspinatus', 'teres minor', 'deltoid', 'lateral', 'trapezius', 'middle', 'trapezius', 'lower', 'brachialis', 'brachioradialis', 'rhomboids']","['posterior deltoid', 'rhomboids']",['triceps brachii (supporting arm)'],Pull dumbbell up out to side with upper arm perpendicular to trunk until upper arm is just beyond horizontal. Lower and repeat.,Kneel over side of bench with arm and leg to side. Grasp dumbbell.
Seated Rear Lateral Raise,seated rear lateral raise,shoulders,push,dumbbell,beginner,False,False,False,['posterior deltoid'],"['infraspinatus', 'teres minor', 'deltoid', 'lateral', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids']","['posterior deltoid', 'middle trapezius']",['triceps brachii'],"Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain elbows height above wrists by raising ""pinkie finger"" side up. Lower and repeat.",Sit on edge of bench with feet placed beyond knees. Bend over and rest torso on thighs. Grasp dumbbells with each hand under legs. Position elbows with slight bend with palms facing together behind ankles (as shown) or just to sides of ankles.
Lying Rear Lateral Raise,lying rear lateral raise,shoulders,push,machine,beginner,False,False,False,['posterior deltoid'],"['infraspinatus', 'teres minor', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids']","['posterior deltoid', 'middle trapezius']",['no significant stabilizers'],Pull arms up until elbows are beyond back. Return and repeat.,Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.
Seated Rear Delt Row,seated rear delt row,shoulders,push,machine,intermediate,True,False,False,['posterior deltoid'],"['infraspinatus', 'teres minor', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'brachialis', 'brachioradialis', 'latissimus dorsi']","['posterior deltoid', 'rhomboids']","['deltoid', 'lateral']","Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.",Place seat at low position. Sit on seat with chest against pad and grasp upper handles.
